1.580000000000000515e+00 3.207769870371560486e-03 3.207769765367626553e-03
1.590000000000000524e+00 3.207061105380464537e-03 3.207061001830876796e-03
1.600000000000000533e+00 3.206351721469317528e-03 3.206351623674660607e-03
1.610000000000000542e+00 3.205641718251981721e-03 3.205641608516881808e-03
1.620000000000000551e+00 3.204931095345273616e-03 3.204930992595219925e-03
1.630000000000000560e+00 3.204219852363953194e-03 3.204219756369749723e-03
1.640000000000000568e+00 3.203507988923068837e-03 3.203507888827058798e-03
1.650000000000000577e+00 3.202795504635676162e-03 3.202795397427845876e-03
1.660000000000000586e+00 3.202082399117845302e-03 3.202082292474980624e-03
1.670000000000000595e+00 3.201368671983278926e-03 3.201368566152492951e-03
1.680000000000000604e+00 3.200654322846256498e-03 3.200654216684026016e-03
1.690000000000000613e+00 3.199939351319511412e-03 3.199939250819735809e-03
1.700000000000000622e+00 3.199223757017828369e-03 3.199223647598611626e-03
1.710000000000000631e+00 3.198507539553605960e-03 3.198507431534377849e-03
1.720000000000000639e+00 3.197790698540257590e-03 3.197790603337577215e-03
1.730000000000000648e+00 3.197073233590429914e-03 3.197073144534098594e-03
1.740000000000000657e+00 3.196355144316471650e-03 3.196355046242157789e-03
1.750000000000000666e+00 3.195636430331210299e-03 3.195636321251524043e-03
1.760000000000000675e+00 3.194917091245433327e-03 3.194916983417780704e-03
1.770000000000000684e+00 3.194197126672232347e-03 3.194197010003560228e-03
1.780000000000000693e+00 3.193476536222082142e-03 3.193476427298943838e-03
1.790000000000000702e+00 3.192755319508066517e-03 3.192755233882846062e-03
1.800000000000000711e+00 3.192033476140100374e-03 3.192033380727818132e-03
1.810000000000000719e+00 3.191311005729212304e-03 3.191310895900298112e-03
1.820000000000000728e+00 3.190587907886137300e-03 3.190587803203467649e-03
1.830000000000000737e+00 3.189864182220715234e-03 3.189864079544687831e-03
1.840000000000000746e+00 3.189139828343501553e-03 3.189139718884345404e-03
1.850000000000000755e+00 3.188414845864876064e-03 3.188414744670350649e-03
1.860000000000000764e+00 3.187689234393523748e-03 3.187689137007506963e-03
1.870000000000000773e+00 3.186962993539899439e-03 3.186962885592944678e-03
1.880000000000000782e+00 3.186236122912231017e-03 3.186236008900774925e-03
1.890000000000000790e+00 3.185508622120106822e-03 3.185508517233867371e-03
1.900000000000000799e+00 3.184780490772341939e-03 3.184780392118110887e-03
1.910000000000000808e+00 3.184051728476796923e-03 3.184051623250635805e-03
1.920000000000000817e+00 3.183322334842053972e-03 3.183322224842296839e-03
1.930000000000000826e+00 3.182592309476492323e-03 3.182592203998521347e-03
1.940000000000000835e+00 3.181861651987619079e-03 3.181861553258610604e-03
1.950000000000000844e+00 3.181130361982693715e-03 3.181130254148453480e-03
1.960000000000000853e+00 3.180398439069048559e-03 3.180398330115960254e-03
1.970000000000000862e+00 3.179665882853779154e-03 3.179665777608417249e-03
1.980000000000000870e+00 3.178932692943495317e-03 3.178932586322954796e-03
1.990000000000000879e+00 3.178198868944877992e-03 3.178198763720271620e-03
2.000000000000000888e+00 3.177464410463968006e-03 3.177831692369178802e-03
